class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
edible,flat,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods
edible,sunken,fibrous,gray,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,woods
poisonous,convex,smooth,pink,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
edible,flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods
poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,paths
edible,flat,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,knobbed,scaly,buff,bruises,none,free,close,broad,red,enlarging,?,smooth,smooth,white,red,partial,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,paths
edible,convex,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses
edible,flat,scaly,brown,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,paths
edible,flat,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,woods
edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,woods
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,woods
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
edible,flat,smooth,brown,bruises,none,free,close,broad,red,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
edible,flat,scaly,pink,bruises,none,free,close,broad,red,enlarging,?,smooth,smooth,white,red,partial,white,two,evanescent,white,clustered,waste
edible,convex,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,grasses
edible,bell,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
edible,flat,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods
edible,flat,fibrous,yellow,bruises,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,paths
edible,convex,smooth,white,bruises,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,several,woods
edible,convex,fibrous,gray,no,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban
edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods
edible,convex,smooth,brown,bruises,none,free,close,broad,red,enlarging,?,smooth,smooth,white,red,partial,white,two,evanescent,white,clustered,waste
edible,flat,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods
poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses
poisonous,flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
edible,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,scaly,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,woods
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses
edible,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
edible,convex,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,paths
edible,flat,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods
poisonous,convex,smooth,gray,no,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,paths
edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,woods
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,convex,fibrous,gray,no,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
edible,convex,scaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths
edible,bell,fibrous,white,no,none,free,crowded,broad,gray,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
edible,knobbed,smooth,white,no,none,free,crowded,broad,white,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,paths
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
edible,convex,scaly,white,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
edible,convex,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,buff,bruises,none,free,close,broad,red,enlarging,?,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
edible,flat,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,woods
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,bruises,none,free,close,broad,white,enlarging,?,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
edible,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
edible,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,several,leaves
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,woods
edible,convex,scaly,brown,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,grasses
edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,woods
edible,knobbed,smooth,gray,no,none,free,crowded,broad,gray,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,flat,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,woods
poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,knobbed,scaly,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
